frequency_hz,magnitude,label
0.0,0.0091671408115448,obstruction
0.78125,0.0218726464543778,obstruction
1.5625,0.017844404749361775,obstruction
2.34375,0.01819512412152678,obstruction
3.125,0.017836387534395638,obstruction
3.90625,0.016837211156167656,obstruction
4.6875,0.01472937392936626,obstruction
5.46875,0.017606485349475037,obstruction
6.25,0.031363456699183834,obstruction
7.03125,0.015802007614451365,obstruction
7.8125,0.01786591319866006,obstruction
8.59375,0.02481154712125164,obstruction
9.375,0.009523186719734766,obstruction
10.15625,0.007972804305787479,obstruction
10.9375,0.025056229327706278,obstruction
11.71875,0.01095402773063825,obstruction
12.5,0.018889246203319734,obstruction
13.28125,0.019656948927558152,obstruction
14.0625,0.01408243947488343,obstruction
14.84375,0.026112846417241476,obstruction
15.625,0.019911159154646446,obstruction
16.40625,0.01928145725572299,obstruction
17.1875,0.024990365108528007,obstruction
17.96875,0.023901983002252082,obstruction
18.75,0.035091286692250256,obstruction
19.53125,0.01883314142823626,obstruction
20.3125,0.02581659432687681,obstruction
21.09375,0.023822356118153434,obstruction
21.875,0.014241584087272453,obstruction
22.65625,0.0036687822197847366,obstruction
23.4375,0.014291686378489541,obstruction
24.21875,0.031496742800270525,obstruction
25.0,0.03290725951373626,obstruction
25.78125,0.022139059374158818,obstruction
26.5625,0.025962598144400512,obstruction
27.34375,0.03780781417497211,obstruction
28.125,0.03488648799837336,obstruction
28.90625,0.0943856676573561,obstruction
29.6875,0.303238215095618,obstruction
30.46875,0.2970512904985952,obstruction
31.25,0.057712915652999484,obstruction
32.03125,0.02498658758961721,obstruction
32.8125,0.0181800116986932,obstruction
33.59375,0.02179380987455127,obstruction
34.375,0.023581529528886435,obstruction
35.15625,0.031785248481923614,obstruction
35.9375,0.010348565435011713,obstruction
36.71875,0.03732417861687631,obstruction
37.5,0.00840587661901953,obstruction
38.28125,0.02604919994059809,obstruction
39.0625,0.01592260416693357,obstruction
39.84375,0.011375057541970926,obstruction
40.625,0.003991486460740735,obstruction
41.40625,0.012935522923516317,obstruction
42.1875,0.003523704791711529,obstruction
42.96875,0.014861653651172257,obstruction
43.75,0.02455534779531869,obstruction
44.53125,0.02609358051133727,obstruction
45.3125,0.02607431041436884,obstruction
46.09375,0.013751989803339297,obstruction
46.875,0.012010631353668812,obstruction
47.65625,0.017040920452460768,obstruction
48.4375,0.02099727567771202,obstruction
49.21875,0.014390600013265593,obstruction
50.0,0.01032129880410602,obstruction
50.78125,0.010810723838897217,obstruction
51.5625,0.00992844210804164,obstruction
52.34375,0.002240124332877045,obstruction
53.125,0.013572995255683909,obstruction
53.90625,0.014465228554735789,obstruction
54.6875,0.02878045309527928,obstruction
55.46875,0.03253336711879352,obstruction
56.25,0.019146310594105584,obstruction
57.03125,0.004428332579612399,obstruction
57.8125,0.007361700445064245,obstruction
58.59375,0.01916894869364622,obstruction
59.375,0.02856188165789244,obstruction
60.15625,0.038148739350003805,obstruction
60.9375,0.018196732372203088,obstruction
61.71875,0.013139986514790997,obstruction
62.5,0.021824574380482333,obstruction
63.28125,0.024126085089549405,obstruction
64.0625,0.029996541555594617,obstruction
64.84375,0.00691488374165102,obstruction
65.625,0.02543522852045087,obstruction
66.40625,0.023036887762557915,obstruction
67.1875,0.02635526944079654,obstruction
67.96875,0.02135601085326389,obstruction
68.75,0.00918387033747137,obstruction
69.53125,0.004735694233692599,obstruction
70.3125,0.005723666850326599,obstruction
71.09375,0.016103473818785165,obstruction
71.875,0.008701189048875005,obstruction
72.65625,0.01551837375937699,obstruction
73.4375,0.010191251100728703,obstruction
74.21875,0.018315992766533996,obstruction
75.0,0.01312533381271752,obstruction
75.78125,0.006501658774184622,obstruction
76.5625,0.024842216177158802,obstruction
77.34375,0.02555146635247273,obstruction
78.125,0.007624064573278209,obstruction
78.90625,0.005238688258941562,obstruction
79.6875,0.009728379524829812,obstruction
80.46875,0.026775605354667425,obstruction
81.25,0.031801578566035105,obstruction
82.03125,0.02462512416045215,obstruction
82.8125,0.006942727205917515,obstruction
83.59375,0.014183703642847597,obstruction
84.375,0.01666422599279503,obstruction
85.15625,0.006437735106416927,obstruction
85.9375,0.00929615997371196,obstruction
86.71875,0.005049566271401226,obstruction
87.5,0.015317913704217081,obstruction
88.28125,0.013695172902302587,obstruction
89.0625,0.020638865608833407,obstruction
89.84375,0.018975349035381842,obstruction
90.625,0.025145482947363084,obstruction
91.40625,0.005277252796995112,obstruction
92.1875,0.009374555033214525,obstruction
92.96875,0.008888460673166928,obstruction
93.75,0.01613717728719478,obstruction
94.53125,0.03407176440211493,obstruction
95.3125,0.03609609885435554,obstruction
96.09375,0.020677304063032823,obstruction
96.875,0.03537609809250292,obstruction
97.65625,0.03519431866451306,obstruction
98.4375,0.01617605903550492,obstruction
99.21875,0.016912543889943933,obstruction
100.0,0.0010987078619737025,obstruction
