frequency_hz,magnitude,label
0.0,0.0014952204704580393,imbalance
0.78125,0.0034011194093820215,imbalance
1.5625,0.007672224859507313,imbalance
2.34375,0.011506041855661089,imbalance
3.125,0.004894609363748458,imbalance
3.90625,0.008805444504086733,imbalance
4.6875,0.012704132558796977,imbalance
5.46875,0.008425078849799834,imbalance
6.25,0.0022671623695421322,imbalance
7.03125,0.0009029901368617368,imbalance
7.8125,0.0032086733713016023,imbalance
8.59375,0.006313457329823262,imbalance
9.375,0.002208146452544695,imbalance
10.15625,0.0028053391273056227,imbalance
10.9375,0.004494105649328337,imbalance
11.71875,0.005266779090722581,imbalance
12.5,0.0030836682361851126,imbalance
13.28125,0.011233993804723057,imbalance
14.0625,0.01028531823818015,imbalance
14.84375,0.0025358884763729346,imbalance
15.625,0.0030336199024087653,imbalance
16.40625,0.0057345056299119195,imbalance
17.1875,0.00752825835574934,imbalance
17.96875,0.014283745542267622,imbalance
18.75,0.013411172979428199,imbalance
19.53125,0.001955190712112005,imbalance
20.3125,0.011155662063205268,imbalance
21.09375,0.012483548931754272,imbalance
21.875,0.00885287956420949,imbalance
22.65625,0.004555394306067138,imbalance
23.4375,0.011182418140709648,imbalance
24.21875,0.004547633591802124,imbalance
25.0,0.006182278629239425,imbalance
25.78125,0.0058858590748765245,imbalance
26.5625,0.009421581626018458,imbalance
27.34375,0.003651624253277559,imbalance
28.125,0.0017148824899583383,imbalance
28.90625,0.004838187072597482,imbalance
29.6875,0.008226856208806019,imbalance
30.46875,0.0017833176799669477,imbalance
31.25,0.0071600111715592095,imbalance
32.03125,0.011455803289435093,imbalance
32.8125,0.007140778671879949,imbalance
33.59375,0.0020408940452519473,imbalance
34.375,0.011346259590126827,imbalance
35.15625,0.013730243190230399,imbalance
35.9375,0.002888891121515091,imbalance
36.71875,0.008739573859620516,imbalance
37.5,0.008225190209815705,imbalance
38.28125,0.0015200141926374605,imbalance
39.0625,0.004640434730186797,imbalance
39.84375,0.0041814163840893015,imbalance
40.625,0.012797596775124756,imbalance
41.40625,0.012496440477408232,imbalance
42.1875,0.007088555924719074,imbalance
42.96875,0.005690702000647528,imbalance
43.75,0.012813732206580098,imbalance
44.53125,0.011188414259370746,imbalance
45.3125,0.0064708566830115,imbalance
46.09375,0.0060083709823124075,imbalance
46.875,0.07562004262345434,imbalance
47.65625,0.23867782728258352,imbalance
48.4375,0.19820048897402823,imbalance
49.21875,0.03242713205201948,imbalance
50.0,0.004043978550068959,imbalance
50.78125,0.005293258803427216,imbalance
51.5625,0.007849016854829218,imbalance
52.34375,0.009084635410609715,imbalance
53.125,0.0014968011646930553,imbalance
53.90625,0.0039839670355637765,imbalance
54.6875,0.0037380368943582035,imbalance
55.46875,0.0016253648029571804,imbalance
56.25,0.01099410132616742,imbalance
57.03125,0.01613855582781906,imbalance
57.8125,0.010374405893338112,imbalance
58.59375,0.008018256709521037,imbalance
59.375,0.008695636763095406,imbalance
60.15625,0.006574262464552414,imbalance
60.9375,0.005654144935174718,imbalance
61.71875,0.006191017469079834,imbalance
62.5,0.014216513781944232,imbalance
63.28125,0.013356500377646673,imbalance
64.0625,0.00900791713261807,imbalance
64.84375,0.0042181730287430995,imbalance
65.625,0.0044971288999778045,imbalance
66.40625,0.007030706866927753,imbalance
67.1875,0.0015908448139197358,imbalance
67.96875,0.00534431916416182,imbalance
68.75,0.006345553979336465,imbalance
69.53125,0.0029314830405874053,imbalance
70.3125,0.004950751753661594,imbalance
71.09375,0.00939863011772607,imbalance
71.875,0.0065133658220536015,imbalance
72.65625,0.002900585153542592,imbalance
73.4375,0.0029168002910384097,imbalance
74.21875,0.0028835799743227933,imbalance
75.0,0.0032890130248981377,imbalance
75.78125,0.003385803903303684,imbalance
76.5625,0.006820237802661883,imbalance
77.34375,0.007191223318187049,imbalance
78.125,0.005397631597098564,imbalance
78.90625,0.002598607311080383,imbalance
79.6875,0.006634299840104291,imbalance
80.46875,0.00478218544943921,imbalance
81.25,0.006826932736089516,imbalance
82.03125,0.007723597068149739,imbalance
82.8125,0.0029813869599608317,imbalance
83.59375,0.0027532384199684618,imbalance
84.375,0.005570775958852699,imbalance
85.15625,0.007300528118979891,imbalance
85.9375,0.0033914359341877653,imbalance
86.71875,0.0010147243238482295,imbalance
87.5,0.00698815082272019,imbalance
88.28125,0.010583489749234239,imbalance
89.0625,0.005522502564659962,imbalance
89.84375,0.0026957577747426706,imbalance
90.625,0.004897045517598593,imbalance
91.40625,0.0033268494540554063,imbalance
92.1875,0.005790131452911284,imbalance
92.96875,0.0033520305721625263,imbalance
93.75,0.006898887050552027,imbalance
94.53125,0.001874566900203501,imbalance
95.3125,0.0025729847758057625,imbalance
96.09375,0.0032501943541495314,imbalance
96.875,0.008286518238729734,imbalance
97.65625,0.013862828862888067,imbalance
98.4375,0.011068875343952874,imbalance
99.21875,0.0010602110749554682,imbalance
100.0,0.0029106402128664007,imbalance
