frequency_hz,magnitude,label
0.0,0.0075281021405383475,imbalance
0.78125,0.0059158543309892914,imbalance
1.5625,0.007239665857333596,imbalance
2.34375,0.011224903411197319,imbalance
3.125,0.006599413863255959,imbalance
3.90625,0.0016580689051419095,imbalance
4.6875,0.006484712261442254,imbalance
5.46875,0.011065129279360868,imbalance
6.25,0.006791771663113751,imbalance
7.03125,0.005464993111353851,imbalance
7.8125,0.015492472374934507,imbalance
8.59375,0.01720116366339877,imbalance
9.375,0.0057233201455886805,imbalance
10.15625,0.0014306335062186787,imbalance
10.9375,0.0013741679869806217,imbalance
11.71875,0.006714631525300759,imbalance
12.5,0.00673687493275917,imbalance
13.28125,0.0025295667488586656,imbalance
14.0625,0.0039003159965411752,imbalance
14.84375,0.005036692026453742,imbalance
15.625,0.001866804340403102,imbalance
16.40625,0.0041332625670048575,imbalance
17.1875,0.005053467124586869,imbalance
17.96875,0.011590724923823214,imbalance
18.75,0.01218506550100362,imbalance
19.53125,0.005659816894749139,imbalance
20.3125,0.002840353286544186,imbalance
21.09375,0.011991637401667869,imbalance
21.875,0.01593537209034072,imbalance
22.65625,0.011866091800802428,imbalance
23.4375,0.009853394452120811,imbalance
24.21875,0.005955014723300249,imbalance
25.0,0.005010786842459648,imbalance
25.78125,0.0097545372396073,imbalance
26.5625,0.0076557031608537355,imbalance
27.34375,0.0033432616308478,imbalance
28.125,0.0033320636639705184,imbalance
28.90625,0.002129290546737661,imbalance
29.6875,0.000655561776283463,imbalance
30.46875,0.005335536101306701,imbalance
31.25,0.005929174629506194,imbalance
32.03125,0.003677527207162349,imbalance
32.8125,0.006900007796279249,imbalance
33.59375,0.00855262271553674,imbalance
34.375,0.010085449663814467,imbalance
35.15625,0.005379379926525365,imbalance
35.9375,0.006499199421217683,imbalance
36.71875,0.00974255611070403,imbalance
37.5,0.00242197819451976,imbalance
38.28125,0.009618014121931287,imbalance
39.0625,0.007813657322597414,imbalance
39.84375,0.008304254807033137,imbalance
40.625,0.006483257853222226,imbalance
41.40625,0.004564257306881746,imbalance
42.1875,0.007536189391057975,imbalance
42.96875,0.009758347219223836,imbalance
43.75,0.004585110423963613,imbalance
44.53125,0.00455655214481252,imbalance
45.3125,0.011240357751278896,imbalance
46.09375,0.006045057828455382,imbalance
46.875,0.04102722233955827,imbalance
47.65625,0.21631753145592547,imbalance
48.4375,0.21040606170559178,imbalance
49.21875,0.03849003314187859,imbalance
50.0,0.018475064080026703,imbalance
50.78125,0.012685308224177084,imbalance
51.5625,0.008316953178859613,imbalance
52.34375,0.009018737536422523,imbalance
53.125,0.009457595109710797,imbalance
53.90625,0.010022414118640181,imbalance
54.6875,0.007480783436775895,imbalance
55.46875,0.004379630975250494,imbalance
56.25,0.00975414255664131,imbalance
57.03125,0.009217761493603168,imbalance
57.8125,0.011875254756988784,imbalance
58.59375,0.014995655936371838,imbalance
59.375,0.011123839995829759,imbalance
60.15625,0.013315056935660775,imbalance
60.9375,0.008691620651128548,imbalance
61.71875,0.0065414082767611265,imbalance
62.5,0.0033162043359099285,imbalance
63.28125,0.0077623134974946235,imbalance
64.0625,0.004263242569516359,imbalance
64.84375,0.004914500088153273,imbalance
65.625,0.001619838988133834,imbalance
66.40625,0.001221088087518717,imbalance
67.1875,0.007721934783539316,imbalance
67.96875,0.013179665164022311,imbalance
68.75,0.0037585653636254624,imbalance
69.53125,0.009965749230496652,imbalance
70.3125,0.007880651272821396,imbalance
71.09375,0.006852213931946118,imbalance
71.875,0.006997133687140384,imbalance
72.65625,0.006705287647424499,imbalance
73.4375,0.014315506677726261,imbalance
74.21875,0.011038073410383712,imbalance
75.0,0.005019019754143688,imbalance
75.78125,0.00792807540559388,imbalance
76.5625,0.007952263040944424,imbalance
77.34375,0.008434547805287997,imbalance
78.125,0.009000735525572606,imbalance
78.90625,0.01444993850516387,imbalance
79.6875,0.015516271542416325,imbalance
80.46875,0.01086959814964024,imbalance
81.25,0.008670893402458838,imbalance
82.03125,0.006788369593213879,imbalance
82.8125,0.009084137245752655,imbalance
83.59375,0.007673453489223949,imbalance
84.375,0.0062705824537686305,imbalance
85.15625,0.0028491606823795946,imbalance
85.9375,0.0030243803052753294,imbalance
86.71875,0.002520957238956919,imbalance
87.5,0.005475927400316674,imbalance
88.28125,0.004714717208361306,imbalance
89.0625,0.0029242200597404825,imbalance
89.84375,0.010296856626859743,imbalance
90.625,0.00936294224601329,imbalance
91.40625,0.008883130700533247,imbalance
92.1875,0.010452784515689541,imbalance
92.96875,0.011096231853160964,imbalance
93.75,0.006642396512729061,imbalance
94.53125,0.004638108970170428,imbalance
95.3125,0.011738112284223534,imbalance
96.09375,0.009455770641088889,imbalance
96.875,0.008823386590467098,imbalance
97.65625,0.003593447469455504,imbalance
98.4375,0.0035168846459031804,imbalance
99.21875,0.006430055700732874,imbalance
100.0,0.0017909344097007075,imbalance
