RMS_X,RMS_Y,RMS_Z,BandPower_Low,BandPower_Mid,BandPower_High,Label
0.11787683555779477,0.11673944386042395,9.810204976098213,0.3461319147487202,0.9072065862825585,0.35273858074957753,healthy
0.11466019482539368,0.11944443993536065,9.809462511638852,0.35446619585046113,0.9447159329484965,0.3551386310408779,healthy
0.11463706614990513,0.12221216139586752,9.807578410189956,0.30405907693803974,0.9902789548685681,0.3535355338210903,healthy
0.11270347421542312,0.12431825117159989,9.80742340887287,0.29199569866682124,0.934211397796624,0.30221069248437765,healthy
0.11260228012496612,0.11674575969740807,9.81133511370057,0.29641395619168276,0.883299278001935,0.35236994295926727,healthy
0.11679200314436994,0.11292142628047835,9.810031157504264,0.2961702889529271,0.9968409143643727,0.3708544025357254,healthy
0.11971118610256534,0.11455977906068827,9.809924951038333,0.29807293427956527,0.9907753126104519,0.40834703801921457,healthy
0.12053322477804818,0.11391580677710908,9.814847861599969,0.2851293350337026,0.9966179656566879,0.41981983700154685,healthy
0.1239646051960126,0.11343046994158419,9.814395242390635,0.3336949118032821,1.0162297612227884,0.398147913530277,healthy
0.12106049165600873,0.11616686871691252,9.812974768591815,0.32552741486016656,1.0112333114816652,0.39290831095273404,healthy
0.1148366530692477,0.11513368584528395,9.811715769035679,0.27869541128526004,0.948058260969737,0.42642065411786184,healthy
0.11310623115403982,0.11484406319819812,9.810469265744178,0.26531635874258724,0.9284760011240556,0.37342497346977327,healthy
0.11770494525783098,0.12144355822754062,9.810236089856812,0.3062747504555706,0.9798767917782851,0.3738416235855055,healthy
0.1216787349845305,0.12143855500352052,9.810872754018067,0.3209585326561673,1.0991736675289827,0.40603163994387964,healthy
0.11924518701228773,0.1184466926468016,9.81145907211593,0.3150430359798695,0.9900178302677775,0.4130337670075626,healthy
0.1177725990867359,0.11749534808125384,9.81068850968547,0.3280208173657934,0.899455906484177,0.4054623317394262,healthy
0.11972694213210795,0.1179896463656432,9.809049083159936,0.3081452747365416,0.9219991446896943,0.37882654309001657,healthy
0.1181699351700938,0.11683324184906735,9.808852074471993,0.2824652233779632,0.9809295788323124,0.3667472257156371,healthy
0.11681007444028978,0.11582776203527226,9.811557229289653,0.35023591268234516,0.972040170167629,0.380101665903377,healthy
0.11872896007248034,0.11849851867350147,9.813412257368437,0.37162515955218917,0.957635608498251,0.42349775126522027,healthy
0.11814605292998885,0.1204408907223885,9.811490351642572,0.307648941547672,0.9847209183850179,0.40641881384299366,healthy
0.11899933204817698,0.11859571880563802,9.812588704420307,0.290492227963755,1.0356158992308995,0.35043327178044753,healthy
0.1171556758703101,0.12062082822007703,9.812781945655415,0.2953372376168759,0.9852482164088983,0.3642068863843725,healthy
0.11651031626436509,0.12346808398911661,9.810952436138567,0.31405318895041084,1.0003226873849287,0.35561067734426416,healthy
0.11754892568192309,0.12277673784504325,9.810707961452017,0.34368059187636973,0.9725918803530708,0.35551965908974,healthy
0.11538319157142905,0.1197527635866136,9.808706435296648,0.3178756494344337,0.9146631221457615,0.37749672415045565,healthy
0.11455207696110349,0.11527587053019928,9.81024222173533,0.30489496404664806,0.7718540484307951,0.36260010992847974,healthy
0.11637732224997094,0.1155291970149444,9.80960169731131,0.309559502108038,0.8994220371552987,0.3766903580658243,healthy
0.1132475062853231,0.11837484559206207,9.809094950101358,0.30255295961080597,0.8990680160028899,0.3380501269665707,healthy
0.11345266388098856,0.11731023511592635,9.80968238256185,0.3546697730389275,0.9421653965520761,0.3635763984329039,healthy
0.11500193512986866,0.11497742897769798,9.810156588801762,0.3335342466497163,0.934284018801169,0.40033763375581155,healthy
0.11636099815712414,0.11662963253099053,9.811434945772564,0.2817219891844891,0.8553450793633606,0.3497217058380124,healthy
0.11874478696200357,0.11641970828783385,9.81026229673513,0.298991849519161,0.9611685899318606,0.3694437449465137,healthy
0.11454516575840665,0.11452100247890554,9.80929176980815,0.2981720458578731,0.9091835027478242,0.39457391905064093,healthy
0.11547130081754578,0.11811096012155911,9.809154893645317,0.29855010506982066,0.8710186502161461,0.4098884480145464,healthy
0.11629461458314977,0.11947408352730321,9.810841502280736,0.2854854628573463,0.8974464628775077,0.37778239532861124,healthy
0.11698316384082151,0.11394921395237768,9.809439919517956,0.2769424287146468,0.8859501511226112,0.40089841306206103,healthy
0.11920026078820212,0.11211431015569005,9.808126151525276,0.30345795180710755,0.9802632439506247,0.40379110130335755,healthy
0.11994881798509352,0.11522492857671515,9.807546039192731,0.2987419294976207,0.9360391516621435,0.4183297710455039,healthy
0.11883413169114979,0.11882330500045289,9.808065772030025,0.31402067258566746,0.9474899761635985,0.4083054485975841,healthy
0.11545769508824098,0.12120004061311247,9.80943986207397,0.3161965088981119,0.934993660449935,0.41072326176518315,healthy
0.11525066181972615,0.1213579183906804,9.806469817058474,0.3220132277296925,0.9477082891124579,0.38380654517020846,healthy
0.11711791236864309,0.1256002927322704,9.805410261624806,0.31618226665181204,0.912275480087064,0.3830495938132266,healthy
0.11694949674670815,0.12564493358396792,9.810092630990477,0.31671735275224444,0.8667475205715468,0.4035804024316487,healthy
0.11604907344854257,0.11920411303008012,9.811938191038537,0.26740432096044797,0.8574710791915031,0.42030332661379843,healthy
0.11474564227170585,0.11866565192680888,9.810770337253173,0.2942215592026978,0.8944928356392094,0.45230982374361,healthy
0.11671258531846451,0.11677730948796156,9.810125336167523,0.2932708037718792,0.9651330605704557,0.44144438190169555,healthy
0.11946331466834495,0.1139758139662957,9.810430804023774,0.2788936505968121,0.9094587065005213,0.36783972285130284,healthy
0.12280502721959316,0.11883503539185698,9.810427043558054,0.2714168181198997,1.0357353050236555,0.3456963729183025,healthy
0.1234782889201631,0.11768752785757379,9.8074670277058,0.27226319067933813,1.0011637002422653,0.35165328910911386,healthy
0.11573364301045223,0.11561334332893074,9.808868509376024,0.2963104334007277,0.9347676155789594,0.37699514410253004,healthy
0.11666541729398354,0.11812617398269343,9.812924157697038,0.33302116453136094,0.9482200568926686,0.39320813765573165,healthy
0.12036193117530342,0.11658277351977296,9.81398174946033,0.32582027315745843,0.9314076540061201,0.3703388537961718,healthy
0.11744744567923429,0.11708187649260382,9.813239801375092,0.3135951245582956,0.8807827447262615,0.4166450075007483,healthy
0.11476594881374766,0.11830390701090587,9.813143112347603,0.3391542701999895,0.9501465296904514,0.35048222858481937,healthy
0.11465159468460188,0.11695436080004762,9.810875371459307,0.36418487816967543,0.9291697785110464,0.3464658486149527,healthy
0.12035959185959377,0.11647869227138051,9.809022253228562,0.35126912371763325,0.9962773437065748,0.414296348640079,healthy
0.1196051263192063,0.11741909287720596,9.808336538579516,0.28622365229411,0.9429585405732503,0.4039853176352625,healthy
0.11721535924671608,0.114945402694528,9.808209327349743,0.3286912187634568,0.9122337033521352,0.3762680612421774,healthy
0.12190977386498153,0.11295249255675692,9.810474397555021,0.30511152795868257,0.8700618578771073,0.3736043641631061,healthy
0.12132433445743913,0.11929633854835532,9.810245371431865,0.310179846180007,1.0132541442996201,0.3613730044744204,healthy
0.11682570974462239,0.1217251342613816,9.810379553966584,0.33029591150175064,1.004980257270047,0.3373159923137147,healthy
0.11417262775628495,0.11670411993754014,9.811193485897846,0.3259373992876862,0.9555072567525396,0.35398354843730034,healthy
0.11145436619879956,0.11411895111644056,9.81247936345036,0.29520032347280084,0.9053801110688166,0.34119655436260826,healthy
0.11623995052811296,0.11622014734046243,9.812220275329032,0.2868227297636509,0.9044369742711733,0.383109998607062,healthy
0.1210530284522592,0.11766336339435575,9.810408291048478,0.3102502112868615,0.9817486133576518,0.3980309067659052,healthy
0.1173675965714905,0.11982497610561635,9.809756777948143,0.36077291066856076,0.9487805146036695,0.3520393595411253,healthy
0.1173592945579474,0.1195778317599888,9.808418643010535,0.3488788717355047,0.9743669471884597,0.42477368246228053,healthy
0.11699152443738325,0.1164699210998406,9.80655409423735,0.30059359485677667,0.9649700150489466,0.39554900307162266,healthy
0.11784870421168432,0.11769986041243383,9.807280634652427,0.26329157507165596,0.9142193531758137,0.3765141805278581,healthy
0.11745483467662036,0.11769157947880997,9.810256664608323,0.29691220687464176,0.9695227755523674,0.38189236300412427,healthy
0.11537554542229983,0.11446614916709663,9.81081505509729,0.3075976731269067,0.9363123435723645,0.35169262978296556,healthy
0.12105399905357853,0.11192430978605995,9.808296632196553,0.30774773032369257,0.9159130518359607,0.37266111375694566,healthy
0.1222307012974669,0.11461982826144676,9.808123117638546,0.30685093726064416,0.8814139072215623,0.4088636060210999,healthy
0.11826639422922097,0.12071069263314749,9.808476377164174,0.31833424832789164,0.9219597599318583,0.44494456069652594,healthy
0.11801196250073502,0.12428909300698196,9.807278497822834,0.32732901959857263,0.9685615895517884,0.420907753781438,healthy
0.11719388271016512,0.11922107642683503,9.80860837635142,0.27882588049876383,0.9684346697599194,0.44028657503926966,healthy
0.11661399343747902,0.11209017120222717,9.807305336317478,0.3210927710485771,0.8830115347413989,0.4371920158377066,healthy
